review,rating
"This is a really good product, easy to use, and when you are working around in the room, the baby can have his meal without help.",1
"This car seat has many pluses that override its only minus.The pluses are the comfort which helps baby tolerate long trips. Its padding doesn't get very hot even in Texas summers. There are left and right cup holders large enough for every baby item. It was easy to install.The only minus is the strap tightener and un-tightener, it is quite awkward and really needs improvement at teh design level. How about something resembling how an actual seatbelt can be pulled out and then self-coils when done?",1
"We've had this for well over a year now. It's a well made product, compared to the terrible Motorola product we had before.This one doesn't hammer our wifi too badly. That was a major concern after our experience with the previous baby monitor. Batteries in the display also last 2 or 3 hours without being connected. that's been a nice surprise.My only want in a product like this is a USB connector for charging, and a microphone feedback system. the Motorola unit we had previously could &#34;talk back&#34; from the display to the camera.",1
"These bottles are terrific. They not only fit onto the pump, but are great to feed from as well. Thanks.",1
"This stroller is lightweight and really easy to expand/collapse even when holding a squirming kid. It's comfortable and the compartment underneath is just big enough to fit a few essentials and the 'tray' up top is also very handy and the right size for keys/phone/water bottle, etc.  It's also pretty sturdy and doesn't look like the cheapy strollers you see for $10 or whatever.  Overall I'm pleased with it.  We bought it to take on vacation with us and it held up well and took a beating.  I have 2 cons - 1) the canopy is completely useless, but we've solved that by using a hat instead; and 2) the handles are just a little low and close, I'm 5'6 and have to hunch just slightly when pushing it and they're also just a little to close to the stroller (meaning I occasionally kick the tires with my foot when walking).  Those issues are pretty minor and overall I'm very pleased with it.  I have another larger, more expensive stroller that doesn't have those issues, but it's a project getting that thing in and out of a car or up/down stairs.  I find myself preferring this stroller and never even use the other one anymore.",1
"We received this monitor at Christmas and 6 months later it's dead. It's a mixed blessing because I actually hated the stupid thing anyways. Like others have mentioned, it has pretty poor range and the alarm feature is ridiculous. Even when adjusting the sensitivity on the camera, I still couldn't get the handset to stop vibrating/beeping with every.little.noise.  I don't find the picture quality to be overly clear but it definitely does the job. I do like the remote night light and speaker features though.",0
"Evenflo SimpleStep Pressure Gate TaupeExcellent gate particularly for the price.  Much more convenient than stepping over non-swing open type. You should remove 1/4 round trim at floor to mount this gate as low to floor as possible because there is a 1 inch high bottom bar across opening.  Study install instructions BEFORE attempting and it will be easy. When you first take gate out of box, it will look bent--read directions. Comes with width extension. There is a 1/4 inch width in the midrange covered where it will be tricky to mount this gate--I used a soft mallet to bump one of mine into place before adjusting tension.  Use an ordinary carpenter's level to get mounted gate vertical if you like the swing gate to stay open where you leave it. Gate will work regardless.  Use very light silicone spray on latch pin and internal release mechanism and gate will latch/unlatch very easy. If tension pads begin to cup into wallboard/plaster you will need to attach 1 X 3 X 30 inch boards to walls to mount gate against.  One of mine was mounted against a vertical iron bannister rail by making adapter from short piece of 1 X 3 wood and 2 saddle clamps for $2 from hardware store. (To get ideas look at Evenflo mounting kit.)  My 11 month-old granddaughter is already pushing on one release button but I cannot imagine her being able to squeeze both simultaneously as well as slide handle against spring tension for 3--4 years?She can, however, open the dog's cage now.",1
I received a free sample from VIPU program for evaluation. I received the phone case much faster than the delivery date stated which was awesome. Overall the phone case provides good coverage of the phone. The only downside to the phone case is that it is kind of slippery so I do find myself dropping or almost dropping the phone sometimes.,1
"We now own four of these Little Taggies Love Notes.  They're incredibly soft and are a great size to be a baby or toddler's """"lovey.""""  They hold up reasonably well wash after wash (but aren't quite as silky soft as when new).",1
"My daughter LOVES this toy, it is a favorite. We bought it when she was barely one, and now she's two and it still gets regular use. It is a toy that has been thoughtfully engineered to make the balls roll slowly down the ramps, perfect for little ones to follow. Other reviewers have claimed that it falls over or comes apart too easily, but I think that's purposeful. My daughter gets as much joy out of taking this toy apart and attempting to reassemble as she does with sending the balls down the ramps. The tabs that connect the yellow circle ramp to the red piece below it did break off after a few big crashes, but it still fits together and functions just fine.",1
"We received this as a gift and although we still have yet to buy the 4D batteries to make it work, the seat itself is great. I like how you can remove the waterfall thing and it can just be a seat. She actually slept it in her first week of life because it's elevated and she had reflux. I can type online and bounce it with my foot. I think everyone should have a bouncy seat for their baby.",0
Great product and the best warranty out there. Love the included mesh bag that can be rolled and used whenever you need it. This I haven't seen on any other product. Fits big drinks and water bottles which helps out allot.,1
"This wrap was a little hard for me to figure out but once you do, it's easy to use! My son loves it and I feel secure using it for him! Moby wraps are awesome!!",1
"Don't plan on using this product outside if you have a deck you're trying to child-proof.  It rusts in the rain.  It is easy to put up and use, and is fairly heavy duty.",0
"I used the original 12 Volt plug that came with my Medela Pump In Style Advanced breast pump for almost two years while breastfeeding my son.  Now since i've had another baby, the original one had exposed wires and stopped working, so I ordered this replacement one.  I wish I had this one from the beginning! It works great and it is SO much lighter than the original!!  Medela should be selling these with their pumps instead of their huge heavy ones.Pay attention when ordering a replacement power supply, though- they are not interchangeable between the 9 Volt and 12 Volt pumps- you need to look at which pump you have.",1
Thumbs up,1
"These are smaller than the munchkin ones but about the same price.  They're fine, I use them, but I'd prefer the larger ones for my money.",0
This mat is wonderful. Our 3 month old loves to have a soft spot to do tummy time in our house. We have hardwood floors so its great to open up anywhere without worry. Also it is great for travel.,1
"The product arrived in a protected tube. The instructions were extremely difficult to read - I have good eye site and I had to pull out a magnify glass. Thankfully there was a YouTube link to view because otherwise the written instructions made zero sense. We followed the instructions and during the application process the piece folded on top of itself and since the adhesive was so strong it ruined the whole piece. I contacted the company and they said I should just buy another one. I looked up other companies policies and most say that if an error occurs during the application process they will ship you a new one for free &#8211; you just need to pay for S & H. I DO NOT recommend a wall decal that is one giant piece, opt for ones that are in multiple pieces.",0
I ordered this book as a gift for my youngest granddaughter.  She loves it and wants me to read it to her all the time.,1
"I love this bra!  I bought this bra so that I could pump hands free while at work.  I was nervous about the fit because I have a very large bust and most bras are not large enough.  This bra fit perfectly as I was able to adjust it any way I needed to.  It even came with straps that could go over both shoulders, one shoulder, criss-cross, you name it.  The back has a large velcro panel so you have up to (something like ) 10 inches of extra length.  It also has an extra zipper panel for the front if you need the flange holes to be further apart.  When they say totally adjustable, they mean it.  I will definitely save this bra for future use and recommend it to everyone looking for a hands free bra.  The cost is perfect too, definitely worth the money!",1
"I was so excited to buy the Phil Harmonic when I was still pregnant and the first stage is really soothing with beautiful music.  And I still used it with my baby for the first few months. But then as the stages progressed the less soothing and interesting it became.  To be honest the games in the fourth stage don't even make sense!  It fact it's really annoying!  Rather then let the child explore the sounds and music while pushing and sliding the buttons at a normal pace, the child hears ""hit the lit button"" over and over and over.  Sad to say this one is collecting dust somewhere in my garage.",0
"Great product, my wife uses it all the time to cut our 1 year old's nails who get really sharp for whatever reason.No fear of snipping off little pieces of finger tips anymore which happened a lot with the baby nail clippers.",1
My son requested this as a Christmas gift. They were very happy with it. His family goes on alot of outdoor activities and take this with them.,1
"It is perfect for 72 deg fahr. warmed house. Color is nice, texture is nice, it gets dry very fast. The size XL is perfect for my 2 years old daughter.",1
"I thought about buying this for a long time but I hesitated because I was afraid my son would stick the wrong end in his mouth. After watching him chew on bottle nipples and toys for some teething relief, I decided to try it. I presented it to him with the correct end toward his mouth, he started chewing away on it, and now whenever he goes for this teether, he puts it in his mouth correctly and bites down on it. He seems to enjoy it as much, if not more, than any other teether I've tried, so I'm giving it 5 stars. I don't have any concerns about its safety with my son, but of course, I would recommend close supervision until you know your baby has the hang of it. It won't take long.",1
"this is really a great item for baby, he adores it and it squeaks all over, i would def. recommend this item.",1
These are great training pants. not only do they fit well but they let him feel that he is wet and he runs to the potty.,1
"I recently bought this to replace a Chicco Cortina which I'd never really liked but was decent and capable so I felt stuck with it.  But I'd grown increasingly hung up lately on the notion of a rear-facing stroller.  Most people seem to think of it as a feature for smaller babies, but I really wanted it for my 2.25 year old who is talking a ton these days.  When we go out with the stroller she is chattering and singing and asking me questions nonstop in her sweet little voice and I couldn't hear a word she said when she was facing away from me.  I'd seen rear facing strollers around town and assumed they were all crazy expensive but was pleased to find that there were a few mid-priced options available, and finally settled on the Atmosferra.So far, I am very pleased.  The steering is much smoother and easier than with the Cortina.  One-handed steering is really important to me, as I sometimes have to take the dog and stroller out at the same time.  I've never pushed a $1,000+ stroller and probably never will, so I although I wonder if those strollers feel $800+ better to push than this one, I'm satisfied.Love the easily adjustible handle.  Unfortunately, it does rattle a bit as one walks.  Don't like that, as it gives what seems an otherwise sturdy stroller a rickety feel, but perhaps that is common to all telescoping-type handles?  This is the only one I've ever tried.My daughter seems to like the seat and the deep canopy (hates sun in her eyes and this one really blocks sun well).  She also LOVES her snack tray and the cupholder, which keeps her sippy cup firmly in place.  At about 36"" her head is at the top of the seat frame but that doesn't seem to bother her at all because she's always leaning a bit forward to look around, rather than resting her head on it.  I'm sure I could rig up some extra padding if it becomes a problem. Not a deal breaker for me.  The canopy arches higher than the top of the seat frame, so it clears her head with room to spare.When folded, the stroller is VERY bulky and the huge rear wheels jut out, but from our research we knew to expect that.  We plan to use this one only for walks around our city neighborhood, and keep an umbrella-type stroller for the rare occasions we want to take a stroller in the car.  The reason for 4 stars rather than 5 is the trickiness of the fold.  I had to watch the babygizmo video review several times to figure it out and even though I now understand how to do it, it is pretty finicky and definitely is a two-handed fold.  My husband is afraid to even try because he's watched me struggling with it. The seat also must be facing forward to fold the stroller.  Turning it around before folding is a mildly irritating extra step, but I think that may be a common issue with rear-facing strollers.We are hoping to have a baby #2 at some point and I am really excited to try out the basinette feature.  I spent a while going back and forth between this and the Contours Options 3-Wheeler because the Countours is compatible with our Chicco infant carseat but the Atmosferra only accepts Mia Moda's carseat.  The Mia Moda won out in the end because I like that you can make a snug flat basinette out of it, whereas the Countours seat does not go flat.  I think between the basinette and our trusty Ergo carrier and Sleepy Wrap, our hoped-for second baby will make out just fine.  ONE NOTE ABOUT THE BASINETTE:  we got Nero which must be an older color becuase it is cheaper.  The babygizmo video shows a ventilation panel when the seat is fully reclined but our stroller DOES NOT have the ventilation panel.  Not sure whether that feature was just on certain model years.  Wanted to point that out for anyone for whom it might be important.Overall, this is a stylish-looking, versatile stroller and I think it's a pretty good bargain for the price.  If your lifestyle is such that you are constantly in and out of a car, this may not be the best choice, because it's heavy and bulky and has limited travel system compatibility.  I'd recommend it for city dwellers who tend to get around a lot on foot.***Update June 2012****So, we've had this stroller for a year, had our second child, and have put the stroller through its paces.  It has held up well.  It steers really easily, even if heavily loaded with a 3 year old and a basket full of groceries--I can push the baby in it one-handed while holding my older daughter's hand with the other. Daughter is still comfortable in the seat, at age 3 1/2 is pretty much maxing it out height-wise, but doesn't complain.Regarding the bassinette feature--I really like it better than the Chicco travel system which I used when my daughter was a baby.  It seems much cooler for baby during these hot summer months than being strapped into a carseat, and he can nap flat on his back or sit semi-reclined and watch the world go or look at me as we stroll.  The sunshade is awesome.  Switching the seat from bassinet to regular configuration is a bit of a pain, though.  The snaps involved are very stiff and hard to reach, and I do struggle with them, which can be frustrating when I'm in a hurry to get somewhere.  So keep that in mind if you anticipate having to switch it back and forth frequently.Overall, still satisfied with the purchase!",1
"I purchased these via the outlet for a to-die-for price. Unfortunately they are sized 12-18 months and a little big yet for my daughter, but I bet she will be wearing these A LOT in a few months time. I'd recommend them to other parents or as a gift.",1
"This is the best carseat. My son has had it since he turned forward facing and it has been through a lot as he is now 5 and still this is a great seat. Only problem are the nooks and crannies that collect goldfish crumbs, etc., but good luck finding a car seat that won't have that! it is the best expense for your money since it will fit your child FOREVER! We are expected child #2 and when they are ready to move forward facing, I will absolutely be buying this car seat again.",1
"The product itself works great, it's just a little hard to use. It's a little difficult to get the sides squeezed to get it open, and if your cord is larger than the standard size it's a little tight. But it keeps the little people out.",1
Absolutely useless. The sticky tape does not hold the flimsy net. Tape pulled out the paint from the windows. Had to paint the windows again. A rip off. Wonder how Amazon allows such trash to be sold on their website.,0
"The sheet fit well and looks super cute on my daughter's toddler bed!  Since it was for a toddler I was glad to find something that wasn't too baby-ish, but still cute.",1
I don't know which is worse this item or baby haven.com - the tape doesn't stick it's completely ridiculous and their return policy even worse. Save your miney,0
"This came in a Medela package, and definitely was NOT a Medela product.  No where on the adapter itself does it say it is Medela, and not only that, its a 9 volt, when the Pump In Style requires a 12 v.  This worked once, and completely died.  Waste of money.",0
"It's really big. For second trimester, I didn't find it very helpful. Now I am in my 3rd trimester, I got better use out of it to support my back and belly.",0
"This is our second crib and we like it.No rollers, but the crib is light to move. Extra shelf will be good addition to the product.Easy to assemble. Fast shipping with no damage.If your baby's room not too big, you should try this one.",1
Bought 3 of these in December and so far so good! I love the support it offers when my boys sleep in their seats.,1
"Product is nicely made. Opens and closes by twisting since the outer edge is a spring loop. However, I returned the product since it is not very dark. It doesn't do much in the way of blocking out the sun in comparison to other cling shades I have used.",0
My son uses it a lot. He is 11 months old and still Loves to play with this arch.,1
"i keep this bag in a trash can with a pop up lid. It keeps the smell out. it can hold a lot of diapers! i wash every other day so it doesn't even get full, there is plenty of room for at least three or four days of diapers. I just wish it came in other colors!",1
"I thought this was a tub that would go into the sink while my baby was still an infant. The picture makes it appear this way, but it only works if you have a one compartment sink. This has become a hassle because I fill it and carry it to the living room floor, and not to mention the stress on the back from doing this. This would be a great baby bath if you used it in the big tub, the sling works great--just not what I wanted or expected....I will be buying a different one.",0
"Making fresh, homemade baby food is SO easy with this kit! Assemble the processor in five seconds, throw some steamed produce (and maybe a little liquid) in and press a button. That's all it takes! It has so few parts that washing is ridiculously easy and fast. My only complaint is that after about six months, the hard plastic base that holds the blades cracked, but it hasn't affected it's efficacy at all, even a year later. Now that my child is older, I use it to make sauces and to chop food because it's so much easier to use and clean than my regular food processor or blender.",1
"This is a functional Sippy cup because it changes with your baby and I love that. Also, I love the modern design and it is a neutral color for my future kids. I also like the fact that it is BPA and PVC free, This is very important to me.",1
"I bought this bag about 9 months ago, when my third baby was a newborn.  I have owned other diaper bags in the past, and I had a very specific list of what I wanted in a bag:  I was looking for something very roomy and lightweight.  I cloth diaper, and I wanted to be able to take a couple of cloth diapers, along with the usual other diaper bag stuff, and a snacks for the older kids, and still be able to zip the thing closed.  I also wanted to have pockets  for my stuff, so that when I am out and about with the baby, I don't have to take a purse.  It was very important that I have a place for my cell phone that was easily accessible.  I wanted stroller straps, and I wanted feet on the bottom.  This one fit the bill.  I bought no less than seven different diaper bags (some that cost twice as much) and tried them out at home before settling on this one.  And nine months later, I have to say, I made the right choice.  I have been very pleased.  The fabric, stitching, and hardware have held up amazingly well -- it still looks new.  I stuff it full of all sorts of things, including cloth diapers, and the big pocket on the front will still hold my wallet, while the smaller zip pockets are great for my cell phone and hand sanitizer.  The side bottle pockets hold sippy cups with no problem.  I really like having two different strap options, and the stroller straps are great -- the clasps are very easy to open and close, which is not always the case with other bags.  The last thing you want when you're packing your kids in the minivan is to be wrestling with getting your bag off the stroller because the clasps are too small or too stiff.  It's a breeze with this bag.  The Black Magnolia print is pretty and stylish.  I really can't find anything I don't like about this bag.  It was a great purchase!",1
This works great for keeping my babies bottles dry at work and when I travel. It's not enough at home but great for work and travel.,1
"Our Baby loves this thing. It's so simple yet intriguing to him, which keeps us happy because we feel as if he is entertained, but not overstimulated.Only downside is that he has already ripped a toy off at 5 months.",1
"We use the g-diapers with cloth inserts but was looking for a way to keep the solid waste out of our washing machine and these worked best hands down. I was really suprised to read the negative review saying these stuck to their babies butt...sometimes with a really wet diaper, they do stick a bit, but it's a small price to pay for the superior way the let use separate and throw away the poop from the rest of the diapers. They are soft, flexible and the only ones large enough to wrap all the around the edges of the cloth insert so there is rarely any poop on the cloth diapers at all.The other liners we tried like the kushes roll were just too stiff and seemed to just get bunched up between her legs, letting the sides of the diaper get poop stained. These seem to have a little stickiness to them that gives them better coverage of the cloth insert. This ""stickiness"" also makes it really easy to prepare a bunch of cloth liners (we use the g diaper cloth insert with an additional soaker pad i bought off ebay, a combination which really does the trick for us) so we just have to pop them into the diaper, making diaper changes just about as easy as with disposables.Not sure if they would be as superior with a different type of cloth diaper, but with our system they're just awesome!WARNING: DO NOT FLUSH THESE IF YOU HAVE AN OLDER HOUSE WITH CONCRETE, CAST IRON OR CEMENT SEWER LINE. THEY WILL CLOG THE SYSTEM. I would say this of any of the ""flushable"" liners. Really, why put anything into the water waste system that you don't have to, because it just has to be removed at the sanitation plant anyway. We just use a regular (diaper dekor) pail for the liners.",1
nothing really special here.  &#34;simple is as simple does&#34; and simple works well to entertain babies.  good price for simple entertainment.,1
"I used this kit to make prints of the paws of my parents' precious dog. She was the star of our family, and although she has since passed on, we still have the impressions of her sweet paws--the paws we loved to hold and kiss and caress. And unlike most dogs, she allowed this. Molly was an angel in life, as she is now for eternity.",1
I only use water because its still messy but for a baby who thinks they need to drink from a cup it works out really nice!,1
I bought one of these for my daughter when she was one. She could se it straight away thanks to the weighted straw. She is now almost 4 and she STILL asks to drink out of this cup every day. I've just bought one for my almost 1 year old son because all he ever wants is his sister's lollacup. Excellent product. Well worth the money.,1
"The first time I washed these (before they were ever used) they melted in the dryer.  Admittedly, the dryer was on high and the label says dry on low -- but who needs a special-care laundry item that's going to get pooped on???",0
Well i thought this was a bouncer.  But it turnes out it wasnt.  I wasn't happy at first but than I put my 7 wk old in it and HE LOVES TO ROCK.  He hates his swing so he coos every time i put him in it he also smiles!!!  He also loves the vibrations!!  My 2 yr old also loves to sit in it and play!  So i got something they both can use!,1
"I did post the question prior to buying if it fit an elongated toilet seat.Someone answered saying yes it does.While I does fit, it really is a semi-fit. It easily falls off the back of the toilet, which causes my toddler to almost fall into the toilet. You have to be very precise in how it mounts, and your child CANNOT move around to much.I would not suggest this seat for anyone who has an elongated toilet.",0
"I really love this sleep sack. I love that I don't have to worry about my little girl. She is 2 and it isn't about safety anymore, but more about keeping warm. As a toddler is is always kicking off her blankets. The Big kid sleep sack is perfect for her. She loves it because it's soft and it breaths. The best part is she can wear it while still running around with her brother and sister. I did find that they ran a bit large in sizing, but that was find with me.It just means she can wear it longer. My 5 year old son was able to fit in it as well.",1
"Excited and anxious...these will go with every outfit for sure!!  No, problems with delivery; package small enough to fit in mailbox and came within the delivery time promised.Go Boilers!!",1
"It fits perfectly in my Chicco Lullaby LX Playpen/Bassinet.  I've tried a few different sheets and all of them were so loose they made me worry my baby would pull them off.  This is exactly what I was looking for soft and a perfect/snug fit.  Hopefully they'll last through many washes, if not it's really cheap and well worth it even if it only lasts a couple of months.",1
"Easy to Assemble...took me (1 person) about 50 minutes to assemble.  Beautiful...looks great with my rosewood stained kitchen cabinets and green marble countertops.  The one problem I have encountered is that it collapses easy, but doesn't want to lock in the closed position.",1
"I can't say enough on how happy I am thirsties came up with a snapping cover. My trusty velcro covers were falling apart and looking YUCKY. I was almost ready to give up on thirsties... and then my snapping cover!!! I LOVE these. I've been using them now for over a month. They are wonderful. If you can sew, look up Rita Rump's free diaper design, I made about 20 diapers with this design and they work PERFECT under this cover. LOVE THEM. THANK YOU THIRSTIES FOR GIVING ME SNAPS!!!",1
"It does help cushion the arm because I am always carrying her carseat over my forearm.  It definitely does the job of cushioning it.  However, it does move easily, but once you have it on and the seat is weighing, it will stay put.  I would recommend it to anyone who carries their carseat over their arm!",0
"My son loves, loves, loves this booster seat.  He now sits ""AT"" the table with the whole family and feels more included.  It is an added plus that he is safe and secure in the seat with no worries of him sliding out of his seat or tipping over.  He is 14months old now.",1
We got this in today and so far my fianc&eacute; loves it. It is really big! I has a lot of space for anything baby and mommy. It comes with a really nice changing pad. The bottle holder is relatively small in my opinion but it has been a while since I've even seen a baby bottle so I'm not the one to judge it. It feels like it is really high quality and will last many years! Our baby is due December 14th so we haven't actually put it to the test yet but we're anxiously waiting. I would recommend it. It's a good price and seems like a great buy.,1
"These are 6 layers thick and take forever to dry! I also bought the joey-bunz PREMIUM large inserts, those are also 6 layers thick but are actually two 3-layer petals sewn together for better washing and drying. I highly recommend the premium inserts over these, they are worth the extra $2",1
Holds A LOT of stuff. Love that they break down easily for moving or storing. Sturdy material.,1
"We have tried many sit and stand stroller, this stroller is by far the best.  It is made well, manuevers well, my kids (1 & 3.5) are very comfortable riding in the stroller, and it has a lot of storage options (basket, drink holder, etc).  We use this allll the time!  In addition to being a superior product, the company Joovy is wonderful.  My stroller had a little tear in the foam.  I contacted Joovy and they immediately called me back and sent a replacement, for free.  Through my conversation with the Joovy Employee, I found out that Joovy is a small family owned business.  I LOVE that the product is fabulous, the customer service is amazing, and that I am supporting a small company.  If you're thinking about a sit and stand style stroller -- This one is awesome!",1
"This is a cute book and very comprehensive with pages for footprints and sonogram pictures etc.  The content is nice.  I think the balance between focus on the first year and then 1-5 is perfect.  It's probably about 1/2 devoted to first year, which I think is about right.  I'm definitely not going to have the motivation to update every month when she's 2 or 3 as I will when she's still an infant.I had to knock it down to 3 stars for two main reasons:1. The pages rip easily when you turn them.  The pages are stiff and the rings are such that even gentle turning of the pages can rip it at the holes.  Sure, better to have stuff pages than flimsy ones, but then figure out what to do with the rings, because this just doesn't work.  I will have to reinforce every page for sure or it will be shredded before baby is a year old2. Much of the advantage of having it be a ring binder is lost by the pairing of unrelated content on two sides of the same page.  If you aren't a traditional happily married mother-father household, then you will have to choose between keeping a page that presents a mommy and daddy happily together, but that on the other side talks about maternal grandparents.  I do recognize that this isn't an issue for many/most people, but it is a shame, since one of the reasons to get a binder rather than a bound book is to remove pages that aren't applicable to you.  There are many children born into nontraditional households.  If you are one of those families, you may want to think twice about this, not that there are many other options.In sum: If you don't mind reinforcing all the pages up front, and if you are a traditional happily married mommy-daddy household, then this is a nice baby book.",0
"As soon as I opened this package, the smell of chemicals hit me. After removing the sheet from the package, lint and dust started accumulating on the floor. I immediately put it back in the package and returned it. A big mistake to buy.",0
"After pumping with these for a few months I started using a rented hospital grade pump that came with genuine Medela parts and I'll never go back. Spend the extra money and get the real thing. It's more gentle, the suction is better, it's quieter, and it's much easier to swap out the breast shields if you find you need a different size. The placement of the suction is different (at the bottom vs the top of the shield) and I think this makes a big difference",0
Bought this for my 3 year old and he likes wearing these belts! He especially likes the spider web design because it reminds him of Spider-man!,1
happy child,1
Just received this piece of furniture and I put it together.  It doesn't look like the one with the woman sitting on her glider chair.  It is extremely short for a changing table.  It would work for someone really short..I would say about 3ft! Now I have to return it because it will not do for a changing table.  It is only cute for a storage for a child.,0
My daughter loves the convience of having the ability of going from car to stroller and back again without taking the baby in and out all the time.,1
"We love these cups, and the smaller version with the handles, it is a great transition cup form the bottle. My 17 month old son loves the soft spout. However once he figured out that he can poke his finger through the breathing hole on the top and flip it over and squeeze all the liquid out, that was the end of this cup, now I am stuck with cleaning up a mess every time.I gave it three stars because overall this is a good cup, it is user issues more than anything we are having, still I want a cup that is leak proof so when I leave my son in the crib with it he won't make a mess! Can't do that with this cup!UPDATE: he stopped pokin his fingers through, so now these work great!",0
"This has become one of our most used baby items.  We can always count on crystal clear sound wherever we take the remote unit in the house or around the yard.  It is very sensitive so it picks up the most subtle sounds.  My favorite feature is the temperature alarm so we know if the room gets too hot.  Did you know: according to medical experts, the ideal sleeping temperature is 62-68 degrees F since the body temperature drop during the cooler night triggers sleepiness.  This baby monitor alerts us if the room ever gets into the 80s, which would maker it harder for our baby to fall asleep.",1
"My babies and I love Avent bottles. My 2yo had a different nipple design than what I'm using for my newborn now. They hold up pretty well (no tearing, discoloration, etc.). They also did away with the extra piece that kept the milk from spilling out. Which is a great thing! This bottle's new design doesn't even need that. Also, my breastfed baby has no issue going from Avent bottle nipple to breast (same is true for 2yo)- which is incredible important to a breastfeeding mom. All in all, its a cute bottle that works for me and baby.",1
This swaddle is perfect for summers in TX. My granddaughter was a wiggler from age of 2 weeks and no traditional swaddling blanket would stay put.  This swaddle works and is easy to put on her.  The velcro tabs at the top of the swaddle keep her arms secure and the pocket on the lower part of the swaddle keeps her legs from popping out of the swaddle.  Wish I had invented this swaddle.  Only thing that is a tiny problem is that the Velcro tabs are loud when releasing them so be sure to change your baby's diaper before using the swaddle for nighttime wear.,1
Love it love it! It even comes in a reclosable plastic pouch to keep them together or to travel. Easy to wash in the dishwasher or by hand. Nice price too.,1
"It is a big surprize to me that this works as advertized, we have found it to be quick, easy, and reliable for the month or so we have had it, making many measurements to get onto its performance.But....WHY make the package of such nonredeemable materials! It's a hard plastic that our recycling center won't take, and it's a struggle to open.  I actually injured myself struggling with the sharp edges that formed when I tried to cut the package open...and then it was useless as a storage container for the device, which is too tall for the shelf of our medicine cabinet.Great product, would have been a five star if it were not so inconsiderately packaged.",1
"Thank you for creating something breathable, washable, microwavable and freezable to ease new breastfeeding woes! I love that this product is natural and created by a mom running a small business.",1
i love it when it arrived I was also exited but my husband couldn't screw it in with out damaging our cabinets. So we decided just to stick them with the glue pads that came with the package but of curse they didn't last. the only reason why i gave it a 4 stars. I would defiantly recommend this!!,1
"We purchased one but after our five month old's legs and feet started turning blue from loss of circulation, we won't be using it.  He's in the fiftieth percentile for weight and height so he is an average sized child.",0
This is a great addition to our one bedroom for the grand daughter. It is quite simple to set up and will no doubt work as our home crib for a year.,1
"My baby loved her frog and now her Dragon. We took them both to the Houston Renaissance Festival and everyone loved it!Well made and exactly the colors shown. It is easy for her to grab the little feet and is easy to find at night when you are randomly groping in a crib for a pacifier. If you feel the soft happiness, it's your wubbanub. It's small enough that I don't have to worry about it smothering her and perfect for travel. Way easier to find than a normal pacifier.I love them so much, I am getting them for my friends with small babies for Christmas.",1
"Beautiful chandelier for the price. Great for a cottagey feel or a young girls room. I had some trouble with damaged crystals on mine but the company was fabulous and they promptly took care of the issue. Actually put mine in the bathroom - put up white wainscotting about 48&#34; high, painted all the trim and cabinets white, painted the walls a Light French Gray (Sherwin Williams), put up the Crystorama wall sconces gotten from overstock and this chandelier from Amazon. So beautiful and cottagey. Love it!!!",1
These toys are great for baby exploration and the like but they have a big flaw(in my opinion):they all pick a  LOT of lint and I have to continuously get it off of the toys. I do not like that but my son seems not to care about it.,0
My baby had a hard time latching on in the beginning. She was premature and didn't quite understand how to latch on and suck successfully. She lost 20% of her birth weight in the first 3 days home and I was worried I wouldn't be able to keep breastfeeding her. We went to a lactation consultant and she suggested these nipple shields. They worked wonders. My baby only had to use the shields for a week or so until it became natural. I would have given up on breast feeding if it wasn't for these shields. These also help with sore nipples.,1
"This strap works  as expected. If you secure it properly around the child's waist it will not slip down and trip the child. I had no problems with it and my l5 -month old, who loves to explore, resisted at first, but as soon as he realized he could still explore while I was holding onto him he didn't mind it. Recommend it!",1
"We bought this to help us keep track of our toddler at the airport. The seam on the backpack harness fell apart within an hour of use. Great idea, lousy quality.",0
"I'm not sure how these hold up as diapers, but they are the best burp cloths - hands down. They are super soft and absorbent. They are just as good, if not better, than the Aden + Anais burpie bibs (which I LOVE).",1
Great product! My little boy loves the bright colors & crawling around on it!!! It is easy to put away & clean up!,1
"This is such a lifesaver. When my son started crawling, we couldn't take our eyes off of him, he was everywhere. This play pen enables me to get some cleaning done around the house while he's content playing with his toys. It also allows me to keep decorative things on our sofa table with out having to worry about him getting to anything. It's very durable, I like that its made of plastic so that as soon as summer hits, we'll be able to take this outside. It's very easy to keep clean, I just wipe it down with some disinfecting wipes, let it dry and he's good to go. Not the most fashionable piece of baby gear to have in your living room but it does it's job. Sometimes the music is annoying, if a toy is leaned or pushed up against the piano keys, the music continuously plays until you move the toy. I think his favorite thing is the phone, he carries it everywhere. I suggest replacing the batteries as soon as you receive it, when they start dying the music gets pretty creepy. Definitely a great purchase. If I had room I'd purchase another one to extend it.",1
"The spray doesn't spay in a mist.  It comes out in streaks, and this goes for both cans I ordered",0
"My husband saw this after my first shower and said ""What's that thing for?""  He now loves it.  I do too.  Best of all, you don't have to buy specific bags, we use the bags from the grocery and they do quite well.  We've bought some air freshener cans and put them in the bottom, because after 8 months of use, it's going to smell.  But the room does not carry the smell, only when you're on the floor near the genie.  My only issue is that I've broken a nail or two lifting the latch to get the top open.  But it's infinitely better than having the smell!!",1
"The 30.5mm flanges were not as big as the 30mm Medela flanges. Not sure why. They worked well enough, though!",1
